trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	block_ID	response_hand	phase_length	last_frame	key_duration	onset_abs	duration
0	0.01302030001534149	stim	0		0	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.277515499969013	2.647538799967151
0	2.6605590999824926	ambiguous_practice	0	space	1	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0	0.1688657000195235	6.925054299936164	-2.580412199953571
0	0.08014690002892166	stim	1		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.344642099982593	0.03305799997178838
0	0.11320490000071004	stim	2		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.377700099954382	0.0331241000094451
0	0.14632900001015514	stim	3		0	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.410824199963827	2.970797299989499
0	3.1171262999996543	ambiguous_practice	3	space	2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0	0.14251600002171472	7.381621499953326	-2.9205819999915548
0	0.19654430000809953	stim	4		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.461039499961771	0.03335639997385442
0	0.22990069998195395	stim	5		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.4943958999356255	0.03342490002978593
0	0.2633256000117399	stim	6		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.527820799965411	0.03324389999033883
0	0.2965695000020787	stim	7		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.56106469995575	0.03346629999577999
0	0.3300357999978587	stim	8		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.59453099995153	0.03360730002168566
0	0.36364310001954436	stim	9		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.628138299973216	0.03321849997155368
0	0.39686159999109805	stim	10		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.66135679994477	0.03353780001634732
0	0.43039940000744537	stim	11		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.694894599961117	0.03329499997198582
0	0.4636943999794312	stim	12		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.728189599933103	0.033322100003715605
0	0.4970164999831468	stim	13		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.761511699936818	0.03365460003260523
0	0.530671100015752	stim	14		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.795166299969424	0.03341889998409897
0	0.564089999999851	stim	15		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.8285851999535225	0.03354490001220256
0	0.5976349000120535	stim	16		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.862130099965725	0.03307980002136901
0	0.6307147000334226	stim	17		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.895209899987094	0.0333593999966979
0	0.6640741000301205	stim	18		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.928569299983792	0.03329339995980263
0	0.6973674999899231	stim	19		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.961862699943595	0.03354550001677126
0	0.7309130000066943	stim	20		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		4.995408199960366	0.033273199980612844
0	0.7641861999873072	stim	21		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.028681399940979	0.03319929999997839
0	0.7973854999872856	stim	22		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.061880699940957	0.03352420002920553
0	0.8309097000164911	stim	23		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.095404899970163	0.033559300005435944
0	0.8644690000219271	stim	24		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.128964199975599	0.033575999957975
0	0.8980449999799021	stim	25		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.162540199933574	0.03327140002511442
0	0.9313164000050165	stim	26		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.195811599958688	0.03372290002880618
0	0.9650393000338227	stim	27		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.229534499987494	0.03328459995100275
0	0.9983238999848254	stim	28		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.262819099938497	0.03344900003867224
0	1.0317729000234976	stim	29		0	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.296268099977169	0.03362949995789677
